"Marca temporal","Selecciona tu plantel:","Selecciona tu sexo:","Mi edad:","Grado escolar que estudio:","¿Cómo es tu hogar?","Ademas de estudiar, ¿realizas algún trabajo?","¿Te sientes seguro/a en tu escuela?","Si requieres de ayuda, ¿cuentas con personas dispuestas a auxiliarte en tu escuela?","¿Te sientes seguro/a en tu casa?","Si requirieras ayuda en tu hogar, ¿cuentas con personas dispuestas a auxiliarte? ","En el último mes, has sentido de manera continua:","¿Te gustaría hablar con un profesional de la salud sobre alguna(s) de esta(s) emociones que has sentido?","¿Experimentas alguna situación emocional en tu vida que interfiera con la capacidad para trabajar, estudiar, dormir, comer y disfrutar de actividades?","¿Con qué frecuencia experimentas sensaciones de bienestar/seguridad/alegría en tu vida diaria?","¿De qué temas relacionados a la sana convivencia y salud mental te gustaría conocer más?","¿Haz tenido relaciones sexuales?","¿Estuviste de acuerdo en tener relaciones sexuales?","¿A qué edad tuviste tu primera relación sexual? ","La última vez que tuviste relaciones sexuales, ¿tu pareja o tú utilizaron condón o preservativo masculino o femenino?","¿Alguna vez ha sido diagnosticado con una enfermedad de transmisión sexual?","En los últimos 12 meses, ¿has tenido o sentido alguno de los siguientes síntomas? ","¿Existe algo relacionado a tu sexualidad que cause preocupación o estrés en tu vida?","De los siguientes temas, ¿cuál te gustaría conocer un poquito más?","En los últimos 12 meses, ¿participaste en alguna pelea con otros jóvenes?","Durante el mes pasado, ¿alguna vez tomaste alcohol como para sentirte borracho/a?","¿Tienes novio o novia?","¿Cuanto tiempo llevas en tu noviazgo","¿Como evaluas la relación con tu pareja?","Durante los últimos 12 meses, tu pareja intencionalmente ¿te golpeo, abofeteo, o te dañó físicamente de alguna manera?","¿Solicitaste ayuda, a alguien?","¿Alguna vez en tu vida, has consumido alguna droga?","Que sustencia has consumido:","Sientes que el consumo de alguna de las sustancias que has mencionado, ¿te ha causado algún problema en tu vida cotidiana?","¿Te gustaría hablar con un profesional de salud acerca de las adicciones?"
"2022/03/07 11:16:50 a. m. GMT-5","CECyTE Plantel No. 13 - Pob. C-34 ""Lic. Benito Juárez García""","Femenino","18","Tercer año (quinto o sexto semestre)","Vivo con mi padres o solo con alguno de ellos.","No","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","No estoy interesado(a)","Si","Algunas veces","Buen trato y compañerismo","Sí","Sí","17","No","No","Ninguna de las anteriores, me he sentido bien","No","Enfermedades de transmisión sexual","No","No","Sí","Mas de 2 años","9","No","No","Sí","Marihuana","No","No estoy interesado(a)"
"2022/03/07 11:21:15 a. m. GMT-5","CECyTE Plantel No. 13 - Pob. C-34 ""Lic. Benito Juárez García""","Masculino","17","Tercer año (quinto o sexto semestre)","Vivo con otros miembros de la familia (hermanos, tios, abuelos)","No","No","No","Sí","Sí","Tristeza","Me gustaria hablar con un especialista","Si","Algunas veces","Depresión y ansiedad","Sí","Sí","16","Sí","No","Dolor al orinar o ganas de orinar muy frecuentes","Sí","Enfermedades de transmisión sexual","Sí","Sí","No","","","","","Sí","Marihuana;Alucinógenos","No","No estoy interesado(a)"
"2022/03/07 11:27:08 a. m. GMT-5","CECyTE Plantel No. 13 - Pob. C-34 ""Lic. Benito Juárez García""","Femenino","16","Segundo año (tercer o cuarto semestre)","Vivo con mi padres o solo con alguno de ellos.","No","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","No estoy interesado(a)","No","Muchas veces","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Métodos anticonceptivos","No","No","No","","","","","No","","",""
"2022/03/07 11:33:33 a. m. GMT-5","CECyTE Plantel No. 13 - Pob. C-34 ""Lic. Benito Juárez García""","Masculino","17","Tercer año (quinto o sexto semestre)","Vivo con mi padres o solo con alguno de ellos.","No","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","Me gustaria hablar con un especialista","No","Muchas veces","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Métodos anticonceptivos","No","No","No","","","","","No","","",""
"2022/03/07 11:34:02 a. m. GMT-5","CECyTE Plantel No. 13 - Pob. C-34 ""Lic. Benito Juárez García""","Masculino","17","Tercer año (quinto o sexto semestre)","Vivo con mi padres o solo con alguno de ellos.","Sí","Sí","Sí","Sí","No","No, no he sentido nada, me siento muy bien","No estoy interesado(a)","Si","Muchas veces","Buen trato y compañerismo","Sí","Sí","17","No","No","Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","Sí","No","Sí","Entre 6 meses y un año","1","No","No","Sí","Marihuana","No","No estoy interesado(a)"
"2022/03/07 11:39:11 a. m. GMT-5","CECyTE Plantel No. 13 - Pob. C-34 ""Lic. Benito Juárez García""","Masculino","18 años","Tercer año (quinto o sexto semestre)","Vivo con otros miembros de la familia (hermanos, tios, abuelos)","Sí","Sí","Sí","Sí","Sí","Tristeza;Enojo o rabia","No estoy interesado(a)","Si","Algunas veces","Depresión y ansiedad","Sí","Sí","15 años","Sí","No","Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","Sí","Sí","No","","","","","Sí","Marihuana","No","No estoy interesado(a)"
"2022/03/07 11:39:31 a. m. GMT-5","CECyTE Plantel No. 13 - Pob. C-34 ""Lic. Benito Juárez García""","Masculino","15","Primer año (primer o segundo semestre)","Vivo con mi padres o solo con alguno de ellos.","Sí","Sí","Sí","Sí","Sí","Ansiedad","Me gustaria hablar con un especialista","Si","Algunas veces","Depresión y ansiedad","Sí","Sí","14","Sí","No","Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","Sí","Sí","No","","","","","Sí","Cocaína","No","No estoy interesado(a)"
"2022/03/07 11:57:09 a. m. GMT-5","CECyTE Plantel No. 13 - Pob. C-34 ""Lic. Benito Juárez García""","Femenino","16","Segundo año (tercer o cuarto semestre)","Vivo con mi padres o solo con alguno de ellos.","Sí","Sí","Sí","Sí","Sí","Enojo o rabia","No estoy interesado(a)","No","Muchas veces","Manejo de la frustración","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","No","No","Sí","Entre 6 meses y un año","10","No","No","No","","",""
"2022/03/07 12:02:01 p. m. GMT-5","CECyTE Plantel No. 16 - Río Seco","Femenino","16","Segundo año (tercer o cuarto semestre)","Vivo con mi padres o solo con alguno de ellos.","No","Sí","No","Sí","No","No, no he sentido nada, me siento muy bien","No estoy interesado(a)","No","Nunca","Buen trato y compañerismo","No","","","","","Dolor al orinar o ganas de orinar muy frecuentes","No","Enfermedades de transmisión sexual","No","No","Sí","Entre 6 meses y un año","8","No","No","No","","",""
"2022/03/07 12:03:14 p. m. GMT-5","CECyTE Plantel No. 16 - Río Seco","Femenino","17","Segundo año (tercer o cuarto semestre)","Vivo con mi padres o solo con alguno de ellos.","No","Sí","No","No","No","No, no he sentido nada, me siento muy bien","No estoy interesado(a)","No","Muchas veces","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Métodos anticonceptivos","No","No","Sí","Menos de 6 meses","9","No","No","No","","",""
"2022/03/07 12:22:59 p. m. GMT-5","CECyTE Plantel No. 16 - Río Seco","Femenino","17","Segundo año (tercer o cuarto semestre)","Vivo con mi padres o solo con alguno de ellos.","Sí","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","Ya estoy llegando con un especialista","No","Algunas veces","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","No","Sí","Sí","Entre 6 meses y un año","10","No","No","No","","",""
"2022/03/07 12:30:04 p. m. GMT-5","CECyTE Plantel No. 16 - Río Seco","Femenino","16","Segundo año (tercer o cuarto semestre)","Vivo con mi padres o solo con alguno de ellos.","No","Sí","No","Sí","Sí","Ansiedad","No estoy interesado(a)","No","Algunas veces","Buen trato y compañerismo","Sí","Sí","15","Sí","No","Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","No","No","No","","","","","No","","",""
"2022/03/07 12:35:08 p. m. GMT-5","CECyTE Plantel No. 13 - Pob. C-34 ""Lic. Benito Juárez García""","Femenino","17","Tercer año (quinto o sexto semestre)","Vivo con mi padres o solo con alguno de ellos.","No","Sí","Sí","Sí","Sí","Ansiedad","No estoy interesado(a)","Si","Algunas veces","Depresión y ansiedad","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","No","No","Sí","Mas de 2 años","10","No","No","No","","",""
"2022/03/07 12:44:21 p. m. GMT-5","CECyTE Plantel No. 15 - Pob. C-10 ""Gral. Lázaro Cárdenas Del Río""","Masculino","17","Tercer año (quinto o sexto semestre)","Vivo con mi padres o solo con alguno de ellos.","No","Sí","Sí","Sí","Sí","Ansiedad","Me gustaria hablar con un especialista","No","Algunas veces","Depresión y ansiedad","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","No","No","No","","","","","No","","",""
"2022/03/07 12:51:51 p. m. GMT-5","CECyTE Plantel No. 15 - Pob. C-10 ""Gral. Lázaro Cárdenas Del Río""","Masculino","18","Tercer año (quinto o sexto semestre)","Vivo con mi padres o solo con alguno de ellos.","Sí","Sí","Sí","Sí","Sí","Ansiedad","No estoy interesado(a)","Si","Muchas veces","Depresión y ansiedad","Sí","Sí","17","No","No","Ninguna de las anteriores, me he sentido bien","No","Tratamiento de Sexología","No","Sí","No","","","","","No","","",""
"2022/03/07 12:53:09 p. m. GMT-5","CECyTE Plantel No. 15 - Pob. C-10 ""Gral. Lázaro Cárdenas Del Río""","Femenino","17","Tercer año (quinto o sexto semestre)","Vivo con mi padres o solo con alguno de ellos.","No","Sí","Sí","Sí","Sí","Ansiedad","No estoy interesado(a)","No","Pocas veces","Manejo de la frustración","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","No","No","No","","","","","No","","",""
"2022/03/07 12:53:40 p. m. GMT-5","CECyTE Plantel No. 13 - Pob. C-34 ""Lic. Benito Juárez García""","Femenino","18","Tercer año (quinto o sexto semestre)","Vivo con mi padres o solo con alguno de ellos.","No","Sí","No","Sí","Sí","No, no he sentido nada, me siento muy bien","No estoy interesado(a)","No","Muchas veces","Buen trato y compañerismo","Sí","Sí","17","Sí","No","Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","No","No","Sí","Menos de 6 meses","10","No","No","No","","",""
"2022/03/07 12:55:21 p. m. GMT-5","CECyTE Plantel No. 15 - Pob. C-10 ""Gral. Lázaro Cárdenas Del Río""","Femenino","15","Primer año (primer o segundo semestre)","Vivo con mi padres o solo con alguno de ellos.","No","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","Me gustaria hablar con un especialista","Si","Algunas veces","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Enfermedades de transmisión sexual","No","No","No","","","","","No","","",""
"2022/03/07 1:10:36 p. m. GMT-5","CECyTE Plantel No. 15 - Pob. C-10 ""Gral. Lázaro Cárdenas Del Río""","Femenino","18","Tercer año (quinto o sexto semestre)","Vivo con mi padres o solo con alguno de ellos.","No","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","No estoy interesado(a)","No","Algunas veces","Buen trato y compañerismo","Sí","Sí","16","No","No","Dolor al orinar o ganas de orinar muy frecuentes","Sí","Enfermedades de transmisión sexual","No","Sí","Sí","Menos de 6 meses","10","No","No","No","","",""
"2022/03/07 1:20:10 p. m. GMT-5","CECyTE Plantel No. 15 - Pob. C-10 ""Gral. Lázaro Cárdenas Del Río""","Femenino","15 años ","Primer año (primer o segundo semestre)","Vivo con otros miembros de la familia (hermanos, tios, abuelos)","No","No","No","Sí","Sí","No, no he sentido nada, me siento muy bien","No estoy interesado(a)","No","Nunca","Depresión y ansiedad","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","No","No","No","","","","","No","","",""
"2022/03/07 1:36:12 p. m. GMT-5","CECyTE Plantel No. 08 - Teapa","Masculino","16 años","Tercer año (quinto o sexto semestre)","Vivo con mi padres o solo con alguno de ellos.","No","Sí","Sí","Sí","Sí","Enojo o rabia","No estoy interesado(a)","No","Muchas veces","Manejo de la frustración","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Métodos anticonceptivos","No","No","Sí","Mas de 2 años","9","No","No","No","","",""
"2022/03/07 1:39:01 p. m. GMT-5","CECyTE Plantel No. 08 - Teapa","Masculino","18","Tercer año (quinto o sexto semestre)","Vivo con otros miembros de la familia (hermanos, tios, abuelos)","No","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","No estoy interesado(a)","No","Muchas veces","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Enfermedades de transmisión sexual","No","No","No","","","","","No","","",""
"2022/03/07 1:39:18 p. m. GMT-5","CECyTE Plantel No. 05 - Ignacio Allende","Masculino","15","Primer año (primer o segundo semestre)","Vivo con mi padres o solo con alguno de ellos.","Sí","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","Me gustaria hablar con un especialista","Si","Algunas veces","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Métodos anticonceptivos","No","No","No","","","","","No","","",""
"2022/03/07 1:43:08 p. m. GMT-5","CECyTE Plantel No. 20 - Jalupa","No me identifico con ninguna de las 2 anteriores","17","Tercer año (quinto o sexto semestre)","Vivo con mi padres o solo con alguno de ellos.","No","Sí","Sí","Sí","No","Tristeza;Ansiedad","Me gustaria hablar con un especialista","Si","Muchas veces","Depresión y ansiedad","Sí","Sí","16","No","No","Picazón en la vulva o área genital externa","Sí","Sexualidad plena y responsable","No","Sí","Sí","Menos de 6 meses","10","No","No","Sí","Marihuana;Alucinógenos","No","No estoy interesado(a)"
"2022/03/07 1:43:31 p. m. GMT-5","CECyTE Plantel No. 08 - Teapa","Femenino","16","Primer año (primer o segundo semestre)","Vivo con mi padres o solo con alguno de ellos.","Sí","Sí","Sí","Sí","No","Tristeza;Ansiedad;Enojo o rabia;Ganas de dejar de existir por un rato:))","Me gustaria hablar con un especialista","Si","Pocas veces","Depresión y ansiedad","Sí","No","....","Sí","No","Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","No","No","Sí","Entre 1 y 2 años","3","No","No","No","","",""
"2022/03/07 1:44:03 p. m. GMT-5","CECyTE Plantel No. 15 - Pob. C-10 ""Gral. Lázaro Cárdenas Del Río""","Femenino","15","Primer año (primer o segundo semestre)","Vivo con mi padres o solo con alguno de ellos.","Sí","Sí","Sí","Sí","Sí","Aprender ","No estoy interesado(a)","No","Algunas veces","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Ninguno","No","No","No","","","","","No","","",""
"2022/03/07 1:44:24 p. m. GMT-5","CECyTE Plantel No. 20 - Jalupa","Femenino","18","Tercer año (quinto o sexto semestre)","Vivo con mi padres o solo con alguno de ellos.","No","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","No estoy interesado(a)","Si","Pocas veces","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","No","No","Sí","Entre 6 meses y un año","8","No","No","No","","",""
"2022/03/07 1:44:28 p. m. GMT-5","CECyTE Plantel No. 20 - Jalupa","Femenino","17","Tercer año (quinto o sexto semestre)","Vivo con otros miembros de la familia (hermanos, tios, abuelos)","Sí","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","Me gustaria hablar con un especialista","No","Muchas veces","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Enfermedades de transmisión sexual","No","No","Sí","Entre 1 y 2 años","10","No","No","No","","",""
"2022/03/07 1:45:14 p. m. GMT-5","CECyTE Plantel No. 15 - Pob. C-10 ""Gral. Lázaro Cárdenas Del Río""","Masculino","15","Primer año (primer o segundo semestre)","Vivo con otros miembros de la familia (hermanos, tios, abuelos)","No","Sí","Sí","Sí","Sí","Tristeza","Me gustaria hablar con un especialista","Si","Muchas veces","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","Sí","Métodos anticonceptivos","No","No","No","","","","","No","","",""
"2022/03/07 1:46:30 p. m. GMT-5","CECyTE Plantel No. 20 - Jalupa","Femenino","18","Tercer año (quinto o sexto semestre)","Vivo con mi padres o solo con alguno de ellos.","No","No","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","No estoy interesado(a)","Si","Nunca","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Enfermedades de transmisión sexual","Sí","Sí","No","","","","","No","","",""
"2022/03/07 1:46:42 p. m. GMT-5","CECyTE Plantel No. 20 - Jalupa","Femenino","17","Tercer año (quinto o sexto semestre)","Vivo con otros miembros de la familia (hermanos, tios, abuelos)","No","Sí","Sí","Sí","Sí","Tristeza","No estoy interesado(a)","No","Pocas veces","Depresión y ansiedad","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","No","No","Sí","Mas de 2 años","10","No","No","No","","",""
"2022/03/07 1:47:50 p. m. GMT-5","CECyTE Plantel No. 20 - Jalupa","Masculino","18","Tercer año (quinto o sexto semestre)","Vivo con mi padres o solo con alguno de ellos.","Sí","Sí","No","Sí","Sí","No, no he sentido nada, me siento muy bien","No estoy interesado(a)","Si","Algunas veces","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Enfermedades de transmisión sexual","No","Sí","No","","","","","Sí","Cocaína","No","No estoy interesado(a)"
"2022/03/07 1:47:51 p. m. GMT-5","CECyTE Plantel No. 13 - Pob. C-34 ""Lic. Benito Juárez García""","Masculino","17","Tercer año (quinto o sexto semestre)","Vivo con mi padres o solo con alguno de ellos.","Sí","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","No estoy interesado(a)","No","Algunas veces","Depresión y ansiedad","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Métodos anticonceptivos","No","Sí","No","","","","","No","","",""
"2022/03/07 1:48:12 p. m. GMT-5","CECyTE Plantel No. 20 - Jalupa","Masculino","17","Tercer año (quinto o sexto semestre)","Vivo con mi padres o solo con alguno de ellos.","Sí","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","No estoy interesado(a)","No","Muchas veces","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Métodos anticonceptivos","No","No","No","","","","","No","","",""
"2022/03/07 1:50:55 p. m. GMT-5","CECyTE Plantel No. 20 - Jalupa","Masculino","18","Tercer año (quinto o sexto semestre)","Vivo con otros miembros de la familia (hermanos, tios, abuelos)","Sí","Sí","Sí","Sí","No","Tristeza;Enojo o rabia","No estoy interesado(a)","No","Nunca","Depresión y ansiedad","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","No","No","Sí","Mas de 2 años","10","No","No","No","","",""
"2022/03/07 1:53:40 p. m. GMT-5","CECyTE Plantel No. 08 - Teapa","Femenino","17","Segundo año (tercer o cuarto semestre)","Vivo con mi padres o solo con alguno de ellos.","No","Sí","No","Sí","No","Ansiedad","Me gustaria hablar con un especialista","Si","Algunas veces","Depresión y ansiedad","Sí","Sí","16","Sí","No","Ninguna de las anteriores, me he sentido bien","Sí","Métodos anticonceptivos","No","Sí","No","","","","","No","","",""
